Age,Department,JobRole,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,Attrition_Probability,Risk_Level
48,Research & Development,Manager,17174,22,No,4,0.02,LOW
33,Research & Development,Research Director,16184,6,No,3,0.02,LOW
39,Research & Development,Healthcare Representative,10920,6,No,3,0.02,LOW
39,Human Resources,Human Resources,5204,5,No,4,0.02,LOW
36,Sales,Sales Executive,4639,15,No,1,0.02,LOW
48,Research & Development,Manufacturing Director,7898,10,No,4,0.02,LOW
38,Research & Development,Research Scientist,2610,4,No,3,0.02,LOW
30,Sales,Sales Executive,6118,10,No,3,0.02,LOW
45,Research & Development,Research Scientist,3697,10,No,4,0.02,LOW
40,Sales,Sales Executive,6852,5,No,2,0.02,LOW
36,Research & Development,Manufacturing Director,7779,11,No,4,0.02,LOW
58,Research & Development,Healthcare Representative,10552,6,Yes,2,0.02,LOW
27,Research & Development,Research Scientist,4774,7,No,1,0.02,LOW
47,Research & Development,Manufacturing Director,10333,22,Yes,2,0.02,LOW
35,Sales,Sales Executive,4968,5,No,4,0.02,LOW
33,Research & Development,Research Scientist,2500,3,No,4,0.02,LOW
34,Research & Development,Manufacturing Director,4325,5,No,2,0.02,LOW
50,Research & Development,Laboratory Technician,3221,20,Yes,3,0.02,LOW
45,Sales,Sales Executive,5154,8,No,3,0.02,LOW
26,Sales,Sales Executive,4684,5,No,4,0.02,LOW
40,Research & Development,Healthcare Representative,4448,7,No,1,0.02,LOW
31,Research & Development,Manufacturing Director,4424,11,No,4,0.02,LOW
53,Research & Development,Laboratory Technician,2450,2,No,4,0.02,LOW
33,Sales,Sales Executive,4539,10,No,3,0.02,LOW
46,Research & Development,Manufacturing Director,4810,10,No,3,0.02,LOW
29,Research & Development,Research Director,11935,10,No,3,0.02,LOW
34,Research & Development,Research Director,11994,12,No,2,0.02,LOW
34,Research & Development,Research Scientist,2768,7,No,3,0.02,LOW
45,Research & Development,Research Scientist,2654,2,No,4,0.02,LOW
38,Research & Development,Research Scientist,2133,20,Yes,2,0.02,LOW
39,Research & Development,Manager,17123,19,Yes,2,0.02,LOW
37,Research & Development,Research Scientist,5974,7,Yes,1,0.02,LOW
28,Research & Development,Research Scientist,2070,5,No,4,0.02,LOW
33,Sales,Sales Executive,4302,3,No,2,0.015,LOW
33,Sales,Sales Executive,7104,5,No,3,0.015,LOW
30,Sales,Sales Executive,5209,11,Yes,2,0.015,LOW
34,Research & Development,Laboratory Technician,4444,11,No,2,0.015,LOW
37,Research & Development,Manufacturing Director,6447,6,No,2,0.015,LOW
34,Research & Development,Research Scientist,2691,10,No,4,0.015,LOW
52,Research & Development,Manager,17099,9,No,4,0.015,LOW
51,Research & Development,Manager,13116,2,No,3,0.015,LOW
42,Sales,Manager,18303,1,No,3,0.015,LOW
29,Research & Development,Research Director,16124,7,No,4,0.015,LOW
39,Research & Development,Manufacturing Director,12742,21,No,4,0.015,LOW
34,Research & Development,Laboratory Technician,3986,15,No,4,0.015,LOW
25,Sales,Sales Executive,4851,3,No,2,0.015,LOW
42,Research & Development,Healthcare Representative,4089,10,No,4,0.015,LOW
50,Sales,Sales Executive,6347,18,No,3,0.015,LOW
47,Research & Development,Research Director,11957,13,No,2,0.015,LOW
33,Sales,Sales Executive,5505,6,No,4,0.015,LOW
36,Research & Development,Healthcare Representative,8008,3,No,1,0.015,LOW
34,Research & Development,Manufacturing Director,9547,10,No,3,0.015,LOW
27,Research & Development,Research Scientist,2539,4,No,3,0.015,LOW
52,Sales,Manager,16856,34,No,1,0.015,LOW
37,Research & Development,Manufacturing Director,9434,10,No,3,0.015,LOW
46,Research & Development,Research Scientist,4615,16,Yes,1,0.015,LOW
26,Human Resources,Human Resources,2942,8,No,3,0.015,LOW
37,Research & Development,Research Director,13744,16,Yes,4,0.015,LOW
32,Research & Development,Research Scientist,5470,9,No,2,0.015,LOW
32,Research & Development,Healthcare Representative,6667,5,No,4,0.015,LOW
47,Research & Development,Manufacturing Director,5070,5,No,4,0.015,LOW
44,Research & Development,Healthcare Representative,6465,4,Yes,4,0.015,LOW
41,Research & Development,Research Scientist,2782,5,No,4,0.015,LOW
53,Research & Development,Manager,19094,14,No,3,0.015,LOW
49,Research & Development,Research Scientist,3580,4,No,1,0.015,LOW
32,Research & Development,Laboratory Technician,3068,7,No,4,0.015,LOW
42,Research & Development,Manager,17861,20,Yes,3,0.015,LOW
51,Human Resources,Manager,14026,33,Yes,2,0.015,LOW
31,Research & Development,Manufacturing Director,10648,13,No,2,0.015,LOW
40,Research & Development,Research Scientist,3319,9,No,4,0.015,LOW
34,Research & Development,Research Scientist,3280,4,No,4,0.015,LOW
27,Research & Development,Research Scientist,2226,5,No,2,0.015,LOW
51,Research & Development,Manufacturing Director,13142,5,No,2,0.015,LOW
54,Research & Development,Research Director,17328,20,No,4,0.015,LOW
50,Research & Development,Laboratory Technician,3690,3,No,3,0.015,LOW
42,Research & Development,Research Director,13348,13,No,1,0.015,LOW
37,Research & Development,Manufacturing Director,7491,6,No,4,0.015,LOW
32,Research & Development,Manufacturing Director,6725,8,No,1,0.015,LOW
36,Research & Development,Laboratory Technician,2519,11,No,3,0.015,LOW
40,Research & Development,Research Director,19626,20,No,3,0.015,LOW
39,Research & Development,Healthcare Representative,4553,20,No,3,0.015,LOW
32,Research & Development,Research Director,11159,7,No,4,0.015,LOW
41,Human Resources,Manager,19189,22,No,3,0.015,LOW
29,Research & Development,Research Scientist,2703,5,No,2,0.015,LOW
32,Sales,Sales Executive,6209,10,No,4,0.015,LOW
45,Research & Development,Healthcare Representative,10851,7,Yes,1,0.015,LOW
31,Research & Development,Healthcare Representative,5582,9,No,4,0.015,LOW
35,Research & Development,Manufacturing Director,5762,7,No,4,0.015,LOW
42,Research & Development,Laboratory Technician,4841,1,No,2,0.015,LOW
50,Research & Development,Research Director,17639,4,No,3,0.015,LOW
40,Research & Development,Research Scientist,5605,20,No,2,0.015,LOW
47,Research & Development,Manufacturing Director,5067,19,Yes,3,0.015,LOW
32,Research & Development,Research Scientist,5878,7,No,2,0.015,LOW
55,Sales,Manager,19586,36,No,4,0.015,LOW
29,Sales,Sales Executive,8620,10,No,3,0.015,LOW
40,Research & Development,Laboratory Technician,3975,8,No,3,0.015,LOW
30,Research & Development,Research Scientist,5775,10,No,4,0.015,LOW
54,Research & Development,Research Scientist,4869,4,No,3,0.015,LOW
43,Research & Development,Healthcare Representative,5562,5,No,4,0.015,LOW
56,Research & Development,Healthcare Representative,6306,13,No,3,0.01,LOW
54,Sales,Sales Executive,5940,6,No,1,0.01,LOW
44,Research & Development,Manager,19190,25,No,1,0.01,LOW
54,Research & Development,Research Director,13549,4,No,3,0.01,LOW
52,Research & Development,Research Scientist,4258,4,No,4,0.01,LOW
39,Research & Development,Manager,19431,6,No,4,0.01,LOW
36,Research & Development,Manufacturing Director,4374,3,No,3,0.01,LOW
34,Research & Development,Research Scientist,5433,11,No,2,0.01,LOW
49,Research & Development,Research Scientist,5130,10,No,2,0.01,LOW
33,Research & Development,Healthcare Representative,5968,9,No,3,0.01,LOW
43,Research & Development,Research Director,17603,14,No,3,0.01,LOW
32,Research & Development,Research Scientist,6220,10,No,2,0.01,LOW
45,Research & Development,Healthcare Representative,13496,20,Yes,4,0.01,LOW
49,Research & Development,Laboratory Technician,4789,3,No,1,0.01,LOW
45,Research & Development,Research Director,16704,21,No,2,0.01,LOW
38,Research & Development,Healthcare Representative,5745,2,No,4,0.01,LOW
38,Research & Development,Research Scientist,4317,3,Yes,3,0.01,LOW
37,Sales,Sales Executive,7428,5,No,4,0.01,LOW
27,Research & Development,Research Director,12808,9,Yes,4,0.01,LOW
53,Research & Development,Research Director,17584,5,Yes,3,0.01,LOW
39,Research & Development,Manufacturing Director,5377,7,No,1,0.01,LOW
50,Research & Development,Research Director,13269,14,No,1,0.01,LOW
38,Research & Development,Healthcare Representative,8823,19,No,3,0.01,LOW
48,Research & Development,Research Director,18265,1,No,4,0.01,LOW
33,Research & Development,Healthcare Representative,6949,5,No,4,0.01,LOW
45,Research & Development,Laboratory Technician,4447,9,No,2,0.01,LOW
54,Research & Development,Research Director,17779,10,No,4,0.01,LOW
30,Research & Development,Manufacturing Director,6091,5,No,4,0.01,LOW
50,Sales,Manager,19517,7,No,4,0.01,LOW
42,Research & Development,Healthcare Representative,4523,6,No,4,0.01,LOW
37,Research & Development,Manufacturing Director,6474,14,No,4,0.01,LOW
40,Research & Development,Research Director,19436,21,No,3,0.01,LOW
35,Research & Development,Research Scientist,5098,10,No,3,0.01,LOW
33,Research & Development,Research Scientist,2756,8,No,2,0.01,LOW
45,Research & Development,Manager,16792,20,No,4,0.01,LOW
46,Research & Development,Manufacturing Director,7379,6,No,4,0.01,LOW
41,Sales,Manager,16595,18,No,1,0.01,LOW
52,Research & Development,Manager,16555,5,No,4,0.01,LOW
40,Sales,Sales Executive,5677,11,No,2,0.01,LOW
39,Research & Development,Healthcare Representative,10938,19,No,3,0.01,LOW
37,Research & Development,Research Scientist,3920,3,No,1,0.01,LOW
49,Research & Development,Healthcare Representative,10466,8,No,2,0.01,LOW
43,Research & Development,Research Scientist,2089,5,No,4,0.01,LOW
25,Research & Development,Healthcare Representative,4000,6,No,1,0.01,LOW
37,Research & Development,Manufacturing Director,5993,7,No,3,0.01,LOW
32,Research & Development,Research Scientist,4087,6,No,1,0.01,LOW
50,Research & Development,Research Director,17399,5,No,4,0.01,LOW
34,Sales,Sales Executive,6799,10,No,3,0.01,LOW
41,Research & Development,Research Director,19419,18,No,3,0.01,LOW
45,Sales,Sales Executive,5593,15,No,3,0.01,LOW
43,Research & Development,Research Scientist,2645,5,No,3,0.005,LOW
54,Research & Development,Manager,17426,10,No,3,0.005,LOW
49,Research & Development,Healthcare Representative,13966,15,Yes,3,0.005,LOW
35,Research & Development,Healthcare Representative,4148,14,No,3,0.005,LOW
39,Research & Development,Healthcare Representative,9613,18,No,4,0.005,LOW
49,Research & Development,Research Director,16413,4,No,2,0.005,LOW
59,Research & Development,Manufacturing Director,13726,5,Yes,4,0.005,LOW
29,Sales,Sales Executive,5561,6,No,3,0.005,LOW
33,Research & Development,Healthcare Representative,7725,13,No,4,0.005,LOW
41,Sales,Sales Executive,4103,9,No,1,0.005,LOW
53,Research & Development,Manager,18606,7,No,3,0.005,LOW
36,Research & Development,Manufacturing Director,5228,9,No,2,0.005,LOW
42,Research & Development,Manager,17665,22,No,1,0.005,LOW
24,Research & Development,Research Scientist,4401,5,No,3,0.005,LOW
49,Research & Development,Manager,15379,8,No,3,0.005,LOW
52,Research & Development,Research Scientist,5577,10,Yes,1,0.005,LOW
45,Research & Development,Healthcare Representative,10748,23,No,3,0.005,LOW
50,Research & Development,Manufacturing Director,13973,12,Yes,3,0.005,LOW
34,Research & Development,Manager,11631,11,No,1,0.005,LOW
48,Research & Development,Research Director,19665,22,No,2,0.005,LOW
38,Research & Development,Research Director,13582,15,No,1,0.005,LOW
40,Research & Development,Healthcare Representative,6513,5,No,4,0.005,LOW
48,Research & Development,Manager,16885,5,No,4,0.005,LOW
38,Research & Development,Research Director,11510,11,Yes,4,0.005,LOW
40,Research & Development,Research Director,13499,18,No,3,0.005,LOW
25,Research & Development,Manufacturing Director,4898,4,No,3,0.005,LOW
28,Research & Development,Manufacturing Director,7655,9,No,2,0.005,LOW
42,Human Resources,Manager,16799,20,No,1,0.005,LOW
49,Research & Development,Research Director,19161,5,No,4,0.005,LOW
37,Sales,Sales Executive,6502,5,No,4,0.005,LOW
47,Research & Development,Research Director,18300,3,No,3,0.005,LOW
45,Sales,Sales Executive,4805,8,No,2,0.005,LOW
48,Research & Development,Manager,15202,2,No,4,0.0,
32,Research & Development,Manufacturing Director,6162,14,No,3,0.0,
53,Research & Development,Research Director,14814,5,No,3,0.0,
35,Research & Development,Manufacturing Director,8095,16,No,2,0.0,
54,Research & Development,Manager,16032,14,No,4,0.0,
38,Research & Development,Healthcare Representative,7625,9,No,4,0.0,
36,Research & Development,Healthcare Representative,10096,17,No,3,0.0,
40,Research & Development,Manager,19033,20,No,3,0.0,
38,Research & Development,Research Scientist,4771,5,No,4,0.0,
